time,difficulty,estimated_leverage_ratio,addresses_count_active,addresses_count_sender,addresses_count_receiver,exchange_whale_ratio,coinbase_premium_gap,coinbase_premium_index,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index_usdt_adjusted,taker_buy_volume,taker_sell_volume,taker_buy_ratio,taker_sell_ratio,taker_buy_sell_ratio,blockreward,blockreward_usd,fees_transaction_mean,fees_transaction_mean_usd,fees_transaction_median,fees_transaction_median_usd,miner_supply_ratio,addresses_count_inflow,addresses_count_outflow,exchange_supply_ratio,transactions_count_inflow,transactions_count_outflow,tokens_transferred_total,tokens_transferred_mean,tokens_transferred_median,transactions_count_inflow,transactions_count_outflow,long_liquidations,short_liquidations,long_liquidations_usd,short_liquidations_usd,open_price,high_price,low_price,close_price,volume,open_interest
2020-03-26 05:00:00,13912524048945.91,0.07190201,25103,13190,15164,0.933033,14.35,0.21648973,-2.30467769,-0.03485663,32923886.01482,38559953.74625,0.46057803,0.53942197,0.85383624,51.43608738,344691.43561688,0.00016203,1.08533076,0.00010974,0.73354525,0.10168321,145,754,0.08573782,103,55,20370.98352254,2.29842982,0.0278576,870,273,65.669,2.305,436089.43077,15435.22882,6692.0,6708.5,6613.5,6625.0,185.905,122994980.69742
2020-03-26 06:00:00,13912524048945.91,0.07188807,35129,18682,20766,0.92648819,12.01,0.18092799,-3.9212,-0.05921378,45941752.46678,43943762.53535,0.51111408,0.48888592,1.04546697,76.88526814,511474.0592685,0.00018108,1.20506819,0.00010688,0.71093278,0.10162507,270,838,0.0858004,145,75,30960.26037529,2.97380274,0.03739822,1249,259,36.552,32.358,241215.44893,215665.92191,6625.0,6666.0,6585.0,6636.0,160.821,123310245.3306
2020-03-26 07:00:00,13912524048945.91,0.07272801,30304,14604,19414,0.81979223,15.85,0.24051885,3.21475099,0.04887639,38328510.20571,40478689.53565,0.48635798,0.51364202,0.9468812,64.21278806,425784.48881178,0.00018206,1.20631027,0.0001146,0.75948271,0.10162377,169,259,0.08581477,105,88,35008.04313155,3.72109302,0.04299233,1239,270,51.1,7.014,335565.30601,46444.84954,6636.0,6636.0,6555.0,6582.0,206.572,124010214.58826
2020-03-26 08:00:00,13912524048945.91,0.07312147,41373,22838,23798,0.91316535,12.31,0.1861091,1.71564938,0.02597964,40209643.32295,37415612.69465,0.51799692,0.48200308,1.07467553,77.23869596,510865.15849559,0.00017854,1.18006135,0.00010386,0.68791094,0.10162922,256,264,0.08586,118,120,44230.33430704,3.52742119,0.03688817,1482,275,0.74,18.958,4865.05129,125420.74198,6582.0,6623.5,6566.0,6610.5,153.397,124883277.3573
2020-03-26 09:00:00,13912524048945.91,0.07239851,43181,24393,25217,0.82759702,11.29,0.17049616,-1.04531462,-0.01581525,31664264.12201,29609787.08661,0.51676466,0.48323534,1.06938507,102.16499302,677744.28491396,0.00015555,1.03201592,9.559e-05,0.63423654,0.10165524,184,1153,0.08588323,137,102,41070.0102346,2.95085574,0.0298,1567,270,0.0,8.78,0.0,58186.20236,6610.5,6641.5,6600.0,6616.5,155.435,123886227.1699
2020-03-26 10:00:00,13912524048945.91,0.07361845,42812,25290,22876,0.92241273,13.25,0.2001819,1.335836,0.02021823,30341639.17447,33908003.73103,0.47224604,0.52775396,0.89482234,166.03012554,1101796.26905968,0.00029962,1.98756469,0.00011326,0.75141892,0.10165858,227,617,0.08587812,119,60,45824.31720624,3.88934962,0.04508379,1449,331,10.652,3.279,70217.11258,21750.94364,6616.5,6638.5,6585.5,6616.0,174.321,126086476.90611
2020-03-26 11:00:00,13912524048945.91,0.07304244,42087,24060,23944,0.9132025,16.18,0.24502863,5.614704,0.08516468,43507838.17071,42250402.52277,0.50733128,0.49266872,1.02976151,115.56938341,767675.28044761,0.00023857,1.58575479,9.225e-05,0.61346193,0.10165556,147,109,0.08576641,102,41,38774.41408366,3.01371165,0.02804544,1472,286,52.766,16.189,348089.95212,107795.10677,6616.0,6665.0,6590.0,6598.5,156.592,124843699.66904
2020-03-26 12:00:00,13912524048945.91,0.07380153,45004,24731,26834,0.92290738,6.13,0.09250219,-3.06776422,-0.04635706,48753069.52632,45708456.41921,0.51611563,0.48388437,1.06660941,77.32705286,511698.21683637,0.00016753,1.10874696,0.00010839,0.71858053,0.10165634,214,369,0.08576331,115,68,46822.57677541,3.37095585,0.03909409,1703,259,8.616,17.677,56683.75638,117104.5678,6598.5,6631.0,6571.5,6620.5,138.187,126886742.8693
2020-03-26 13:00:00,13912524048945.91,0.07390002,36512,17691,24485,0.91214451,6.95,0.1047436,-2.79890742,-0.04224437,108522746.15041,100321345.26071,0.51963522,0.48036478,1.0817513,90.62395637,601906.36702604,0.00028045,1.86307843,0.00015312,1.01609108,0.1016598,126,37,0.08577545,101,56,45424.2274794,4.07794483,0.06495696,1697,245,11.37,103.094,75106.2912,684962.03014,6620.5,6675.5,6512.0,6626.5,218.401,127324482.41025
2020-03-26 14:00:00,13912524048945.91,0.07372501,51839,27189,33072,0.87983075,11.24,0.17037557,-1.51203841,-0.02296373,36323004.9691,35855739.84244,0.50323686,0.49676314,1.01303181,90.37703647,598690.02529409,0.00017075,1.13146763,0.00010528,0.69748591,0.1016618,170,52,0.08577684,134,41,58591.54140296,3.47744919,0.06,2017,319,6.88,0.0,45328.54806,0.0,6626.5,6631.5,6582.0,6591.5,149.487,126341582.2892
2020-03-26 15:00:00,13912524048945.91,0.07401685,46460,23145,28763,0.83208893,16.63,0.25132083,6.598038,0.099864,34197322.63926,31668087.47237,0.51920003,0.48079997,1.079867,76.98107266,508530.7794056,0.0001399,0.9245736,9.204e-05,0.60850263,0.10166506,141,579,0.08575696,112,44,28864.78495853,2.03832956,0.03558166,1556,235,6.743,2.711,44320.9004,17904.58826,6591.5,6615.5,6562.5,6611.0,185.016,127211967.58998
2020-03-26 16:00:00,13912524048945.91,0.07456431,55742,29741,34435,0.92324499,21.6,0.32538353,3.683639,0.0556403,35544119.06466,26885991.95194,0.56934256,0.43065744,1.32203116,115.18572582,764288.1474591,0.00015536,1.02988158,0.0001008,0.66821528,0.10166012,181,530,0.08566083,145,43,66693.46031838,3.8580124,0.04014535,1876,285,0.0,50.898,0.0,338042.69527,6611.0,6657.5,6594.0,6634.5,175.766,129033378.78683
2020-03-26 17:00:00,13912524048945.91,0.07473445,72803,51062,27884,0.91066376,18.18,0.27410231,2.53704091,0.03834152,38976451.89596,33990026.21099,0.53416929,0.46583071,1.14670261,114.69283738,762079.42796556,0.00016959,1.12733784,0.00010967,0.72884573,0.10166388,203,134,0.0856848,94,26,43693.26164976,3.3792159,0.0578347,1512,233,18.781,42.209,124152.58708,281384.50118,6634.5,6675.0,6608.0,6630.5,364.416,128470597.29012
2020-03-26 18:00:00,13912524048945.91,0.07403526,12521,4868,8400,0.95933715,20.87,0.31389217,4.912928,0.07406951,21618986.43465,15342873.88578,0.58489985,0.41510015,1.40905717,13.32861577,88608.36376856,0.00030088,2.00022535,0.00015862,1.0545025,0.10166375,30,6,0.08558057,27,4,12716.65216817,4.61752076,0.1,467,93,0.0,1.982,0.0,13171.61229,6630.5,6651.5,6626.0,6629.5,98.013,127812045.00324
2020-03-26 19:00:00,13912524048945.91,0.07462294,65051,40302,32150,0.92640678,21.89,0.32878087,3.91365558,0.05894058,27741137.90364,20380220.39951,0.57648285,0.42351715,1.36117948,90.21410938,601357.81736484,0.00017813,1.187395,0.00010254,0.6832399,0.10166787,122,35,0.08558491,97,26,30470.55417579,1.99977385,0.06009119,1689,216,0.0,12.792,0.0,85255.3582,6629.5,6667.0,6629.5,6656.0,148.357,128927117.13812
2020-03-26 20:00:00,13912524048945.91,0.07450821,78690,51942,34358,0.84621582,22.15,0.3293744,5.98442125,0.08920331,51023731.2821,44435515.18917,0.534508,0.465492,1.14826465,102.81210746,689703.83005808,0.00019079,1.27954058,0.00011247,0.75396827,0.10167341,329,43,0.08558282,103,31,30677.26051704,2.08136648,0.0559603,1692,253,21.776,211.529,144762.98323,1420762.2464,6656.0,6733.0,6655.0,6719.0,203.907,129722006.44388
2020-03-26 21:00:00,13912524048945.91,0.07489568,40197,21847,22387,0.94150294,20.85,0.31042723,0.40367999,0.00602852,37235727.3096,35435223.44874,0.51238806,0.48761194,1.05081113,52.02177518,350410.54450649,0.00022274,1.49948998,0.00012118,0.81738941,0.10167527,77,22,0.08564118,64,10,24914.61675147,2.7448074,0.06895,1046,175,50.24,26.452,335980.79913,178322.54077,6719.0,6749.0,6692.0,6713.5,151.709,130411207.96528
2020-03-26 22:00:00,13912524048945.91,0.07522403,76690,58664,23179,0.94752298,18.48,0.27577768,2.20080418,0.03292246,22140875.6911,25472979.64318,0.46500909,0.53499091,0.86919065,102.17874843,686054.85679687,0.00019798,1.32933731,0.00010432,0.7004713,0.10167976,104,53,0.08571316,77,28,31854.16902655,2.89451786,0.04687491,1139,216,5.55,0.636,37062.84325,4261.99892,6713.5,6716.0,6670.5,6699.0,154.315,130711259.02799998
2020-03-26 23:00:00,13912524048945.91,0.07594037,51585,39606,13953,0.92461907,20.82,0.30902312,-0.81036165,-0.0120665,38428248.59248,36171652.08281,0.51512466,0.48487534,1.06238577,63.94224417,430883.84368961,0.00026386,1.78120112,0.00012118,0.81854977,0.10168319,114,17,0.08570088,39,14,15216.38302837,2.78382419,0.06452763,704,161,20.44,27.344,136842.49145,184229.87002,6699.0,6760.0,6698.5,6733.5,163.115,132803159.59259002
2020-03-27 00:00:00,13912524048945.91,0.075526,75242,56329,23922,0.96349677,30.68,0.45048154,-1.6017226,-0.02362994,73868334.56169,55933533.24679,0.5690853,0.4309147,1.32064488,102.06265298,696243.09820321,0.00016929,1.1538325,8.961e-05,0.61135773,0.10168858,168,85,0.08576003,99,61,38208.53082611,3.13595952,0.04696556,1401,331,17.427,201.283,118120.17504,1369476.39493,6733.5,6838.0,6733.5,6808.5,218.237,133392320.55582
2020-03-27 01:00:00,13912524048945.91,0.07491865,21041,9904,12392,0.97826939,27.1,0.39835952,1.92927,0.02846445,25866316.37995,26314607.69505,0.49570445,0.50429555,0.98296416,25.85806565,175972.87981271,0.00017638,1.19779243,0.00010658,0.72294167,0.10168868,97,25,0.08572641,48,17,17148.415998,3.52485426,0.04779185,618,142,14.449,5.346,97714.88131,36387.96342,6808.5,6821.5,6757.5,6799.5,177.156,132634558.81944
2020-03-27 02:00:00,13912524048945.91,0.07521278,76007,39189,44313,0.91737873,17.2,0.25324283,-8.59224025,-0.12698758,19992541.92625,22137259.70563,0.47454631,0.52545369,0.90311729,102.22595254,695742.52110467,0.00019227,1.3079716,8.557e-05,0.58263315,0.10165328,876,129,0.08573748,282,94,57625.75616117,4.97760699,0.04255862,1618,373,0.716,0.331,4836.89352,2243.06784,6799.5,6799.5,6756.5,6789.5,132.445,132846037.72940002
2020-03-27 03:00:00,13912524048945.91,0.07653747,36262,21569,18116,0.96183873,21.57,0.31753275,-0.1676,-0.00247514,20392290.63674,17808720.28783,0.53381547,0.46618453,1.14507333,51.22535623,348615.81764811,0.00014893,1.01243405,8.557e-05,0.58057312,0.10165163,193,86,0.08576707,95,63,34313.83032187,4.17037316,0.0457782,872,268,0.0,13.028,0.0,88531.42579,6789.5,6799.5,6776.5,6789.5,137.205,135312674.404
2020-03-27 04:00:00,13912524048945.91,0.07622171,25711,14604,13470,0.93089955,15.68,0.23264406,-3.59041368,-0.05342325,33645377.11591,34929585.43665,0.49063646,0.50936354,0.96323437,38.5134921,262682.552445,0.00015774,1.07555021,8.038e-05,0.54780035,0.10165857,158,140,0.08577215,68,48,23841.90748194,3.71080272,0.03136481,656,190,53.745,16.395,361992.96579,111687.25636,6789.5,6821.5,6732.5,6738.0,220.748,133316948.28008
2020-03-27 05:00:00,13912524048945.91,0.07601954,65525,49078,21759,0.81802295,14.88,0.2235587,0.236866,0.00356653,62791992.68862,84749047.46299,0.42559001,0.57440999,0.7409168,113.9538375,761212.0556899,0.00012757,0.85401579,6.612e-05,0.44401883,0.10165294,255,462,0.08575692,128,69,32641.43852418,2.86428909,0.02851176,1263,542,340.363,5.275,2266516.26689,35151.50527,6738.0,6740.0,6616.5,6653.0,372.592,131565974.64096
2020-03-27 06:00:00,13912524048945.91,0.07550389,56014,41391,19465,0.83509496,9.64,0.144384,-5.04533645,-0.07573321,32799703.77955,22733611.69164,0.59063111,0.40936889,1.44278455,113.9482246,761832.04525058,0.00014448,0.96604042,4.515e-05,0.30136928,0.10164891,243,3853,0.08575213,106,148,25569.81545496,2.55085948,0.03567584,1332,376,0.075,9.289,499.683,62135.59838,6653.0,6693.5,6638.0,6673.5,205.998,131172856.22675
2020-03-27 07:00:00,13912524048945.91,0.07560419,32055,18524,18146,0.86878062,25.08,0.37433283,12.33420619,0.18444505,27934564.79197,21146882.5762,0.56914713,0.43085287,1.32097791,126.12903606,847156.66178527,0.00011101,0.74531369,2.976e-05,0.19994162,0.10165195,167,536,0.08574035,113,77,29575.49553434,2.90782573,0.0319,1204,288,0.0,21.469,0.0,144140.15794,6673.5,6720.0,6673.5,6702.0,230.315,131852104.92853
2020-03-27 08:00:00,13912524048945.91,0.07594994,42345,24963,24245,0.93670657,16.77,0.25123596,-3.25493325,-0.04890933,26314156.27739,26560798.13865,0.49766769,0.50233231,0.99071406,151.62409742,1016374.33729648,0.00012422,0.83301431,3.63e-05,0.24369252,0.10166286,304,375,0.08573637,138,74,32893.67413254,2.515961,0.03764842,1520,334,11.852,4.232,79049.09027,28298.65871,6702.0,6702.0,6670.0,6674.5,133.197,132166965.40317
2020-03-27 09:00:00,13912524048945.91,0.07643349,41838,25140,22472,0.94425691,20.83,0.31340369,7.13300717,0.10754286,21461826.11712,23432015.37008,0.47805724,0.52194276,0.91591892,126.32070985,844796.55986679,0.00011413,0.76322155,3.36e-05,0.22447786,0.10166052,163,192,0.08570333,131,44,31613.78409465,2.73192051,0.0331666,1399,248,40.177,0.017,267147.38467,113.59094,6674.5,6685.5,6641.0,6648.0,149.547,132234738.59024
2020-03-27 10:00:00,13912524048945.91,0.07950801,52875,32722,26306,0.88159043,14.77,0.22226469,0.83561721,0.01260106,38850099.71873,47067796.95231,0.45217703,0.54782297,0.82540723,76.89355891,512610.30520032,0.00015377,1.02520882,8.568e-05,0.57097019,0.10166706,219,81,0.08571714,129,66,33243.31569924,2.69963584,0.06042733,1747,279,58.786,12.073,388890.54025,80332.31338,6648.0,6672.0,6595.0,6641.0,200.108,137306440.22338
2020-03-27 11:00:00,13912524048945.91,0.07971233,47132,26993,27667,0.96614628,11.63,0.17566437,-2.18628978,-0.03309155,39664852.23859,37910173.80181,0.51130956,0.48869044,1.04628516,101.70291969,677583.75526735,0.00011398,0.75942715,3.293e-05,0.21959996,0.10166925,160,1167,0.08571308,116,73,39116.32856982,2.61822815,0.03061529,1689,270,26.051,15.297,172707.10277,102191.56466,6641.0,6686.5,6615.0,6617.5,188.518,137476783.07065
2020-03-27 12:00:00,13912524048945.91,0.08123701,42826,22821,26072,0.8617892,15.23,0.22963653,3.292004,0.04972588,40521591.51967,41897464.0976,0.49165319,0.50834681,0.96716096,101.8199782,677409.97022574,0.00013928,0.92722829,6.774e-05,0.45016412,0.10166765,202,270,0.08570441,134,55,46041.81791069,3.52351863,0.03573491,1533,231,92.789,5.583,611135.20421,37101.75204,6617.5,6659.0,6585.0,6631.0,174.331,140146743.87480003
2020-03-27 13:00:00,13912524048945.91,0.08260542,31890,14353,21510,0.96833185,8.13,0.12331541,-2.54745022,-0.03870217,55616196.64519,57218085.1609,0.49290159,0.50709841,0.97200381,52.42309534,346634.20601693,0.00027903,1.84571974,0.000132,0.87285313,0.10167378,110,19,0.08575892,100,12,54494.88775247,6.27532102,0.09774637,1526,220,46.967,8.276,309075.10891,54779.64491,6631.0,6643.0,6573.0,6591.5,210.393,141730010.53653002
2020-03-27 14:00:00,13912524048945.91,0.08371009,31439,14586,20341,0.98705065,10.65,0.16095223,-0.09903915,-0.0014992,34186007.10379,29525003.88794,0.53657926,0.46342074,1.1578663,39.42090248,260980.36258872,0.00023457,1.55285388,0.00013158,0.87111347,0.10167622,122,75,0.08606003,98,37,49477.18052002,6.0419075,0.10865519,1320,224,0.0,4.318,0.0,28540.72976,6591.5,6620.0,6582.0,6613.0,245.215,143905870.06908
2020-03-27 15:00:00,13912524048945.91,0.08336716,20299,9134,13069,0.95324703,12.18,0.18390846,-1.57164028,-0.02377981,32274191.2347,27977389.40755,0.53565717,0.46434283,1.15358123,26.14857861,173569.34180141,0.00021671,1.43905105,0.0001248,0.82731207,0.10167686,91,41,0.08605812,61,31,19258.49513975,3.63367833,0.09003813,762,111,0.0,17.319,0.0,115055.77511,6613.0,6651.0,6608.5,6621.0,157.803,143562098.5864
2020-03-27 16:00:00,13912524048945.91,0.08257875,59526,28320,40403,0.94061691,6.6,0.09939759,-4.688,-0.07072243,37262210.33171,34015153.98424,0.52277761,0.47722239,1.09545911,78.3386549,519930.28789415,0.00019389,1.28644234,0.00011968,0.79500055,0.10167978,292,77,0.08594096,153,56,121286.67742412,7.0437701,0.08773385,2471,321,12.548,18.618,82739.5098,123821.18171,6621.0,6666.0,6591.5,6638.5,253.911,143042990.16
2020-03-27 17:00:00,13912524048945.91,0.0835982,39323,19274,25166,0.89900267,9.07,0.13672529,2.43632634,0.03676301,31585289.44093,32109147.98741,0.49588772,0.50411228,0.98368507,51.91818853,344877.56079361,0.00017224,1.14383937,0.00010584,0.70265241,0.10168051,161,28,0.08583084,91,20,49829.29623365,4.47421175,0.06116591,1583,174,6.473,4.186,42789.67641,27803.74455,6638.5,6652.5,6610.0,6632.0,164.831,144993362.26089
2020-03-27 18:00:00,13912524048945.91,0.08293883,71161,37366,45878,0.93080987,10.11,0.15209961,-0.05100834,-0.00076857,19830677.91061,18689233.51403,0.51481629,0.48518371,1.06107497,115.46185811,767852.26369341,0.00012516,0.83210799,6.264e-05,0.41749744,0.10166412,202,77,0.08582828,138,62,76480.78117097,3.2318099,0.03795872,2508,265,0.0,2.521,0.0,16774.34599,6632.0,6655.0,6625.0,6644.0,115.313,144248007.73185
2020-03-27 19:00:00,13912524048945.91,0.08237894,39778,20761,23294,0.89669695,8.98,0.13489519,0.31555562,0.00474636,37513727.12055,26932402.16427,0.58209434,0.41790566,1.39288456,64.13852626,427842.67336439,0.00015279,1.01931789,0.0001,0.66747001,0.10165884,165,41,0.08582611,78,21,24912.16544046,2.32302923,0.05433109,1264,192,4.06,26.291,26986.60363,175456.65374,6644.0,6680.0,6638.0,6655.5,177.466,143485217.30142
